author_id,normalized_name,splitted_first_name,author_link,identified_gender
2526899345,slaven marusic,slaven,https://academic.microsoft.com/author/2526899345/publication/,male
732463281,stefan thurner,stefan,https://academic.microsoft.com/author/732463281/publication/,male
1403534087,stefan bornholdt,stefan,https://academic.microsoft.com/author/1403534087/publication/,male
2503588034,stefan burr,stefan,https://academic.microsoft.com/author/2503588034/publication/,male
2943370720,stefan wuchty,stefan,https://academic.microsoft.com/author/2943370720/publication/,male
2321730078,steven sampson,steven,https://academic.microsoft.com/author/2321730078/publication/,male
224018203,steven h strogatz,steven,https://academic.microsoft.com/author/224018203/publication/,male
2798727603,steven andrews,steven,https://academic.microsoft.com/author/2798727603/publication/,male
2097134209,steven h low,steven,https://academic.microsoft.com/author/2097134209/publication/,male
2780435491,steven vajda,steven,https://academic.microsoft.com/author/2780435491/publication/,male
2082634338,sverre grimnes,sverre,https://academic.microsoft.com/author/2082634338/publication/,male
2153122518,thomas w valente,thomas,https://academic.microsoft.com/author/2153122518/publication/,male
2480429623,thomas a schreiber,thomas,https://academic.microsoft.com/author/2480429623/publication/,male
2149631809,thomas s huang,thomas,https://academic.microsoft.com/author/2149631809/publication/,male
2643200759,thomas ashby wills,thomas,https://academic.microsoft.com/author/2643200759/publication/,male
1980401443,thomas y choi,thomas,https://academic.microsoft.com/author/1980401443/publication/,male
2162788439,thomas richardson,thomas,https://academic.microsoft.com/author/2162788439/publication/,male
2087328515,thomas erlebach,thomas,https://academic.microsoft.com/author/2087328515/publication/,male
2062670315,thomas a glass,thomas,https://academic.microsoft.com/author/2062670315/publication/,male
128580411,thomas lengauer,thomas,https://academic.microsoft.com/author/128580411/publication/,male
309536911,thomas w kamarck,thomas,https://academic.microsoft.com/author/309536911/publication/,male
2073090198,thomas hahn,thomas,https://academic.microsoft.com/author/2073090198/publication/,male
1980563821,tomasz radzik,tomasz,https://academic.microsoft.com/author/1980563821/publication/,male
2119679967,toshio yamagishi,toshio,https://academic.microsoft.com/author/2119679967/publication/,male
8790322,vitaly shmatikov,vitaly,https://academic.microsoft.com/author/8790322/publication/,male
2300869256,walter j m kickert,walter,https://academic.microsoft.com/author/2300869256/publication/,male
2157848085,wenpin tsai,wenpin,https://academic.microsoft.com/author/2157848085/publication/,male
2100015512,winsor h lowe,winsor,https://academic.microsoft.com/author/2100015512/publication/,male
109847712,wouter de nooy,wouter,https://academic.microsoft.com/author/109847712/publication/,male
1453920704,xavier gigandet,xavier,https://academic.microsoft.com/author/1453920704/publication/,male
2152778655,xuerui wang,xuerui,https://academic.microsoft.com/author/2152778655/publication/,male
2105958714,yangyu liu,yangyu,https://academic.microsoft.com/author/2105958714/publication/,male
689471502,yannis a dimitriadis,yannis,https://academic.microsoft.com/author/689471502/publication/,male
40272620,yassen assenov,yassen,https://academic.microsoft.com/author/40272620/publication/,male
1809601764,youcef saad,youcef,https://academic.microsoft.com/author/1809601764/publication/,male
2110859160,zhenyu wu,zhenyu,https://academic.microsoft.com/author/2110859160/publication/,male
2057996487,zoltan n oltvai,zoltan,https://academic.microsoft.com/author/2057996487/publication/,male
